rank,Youtuber,subscribers,video views,video count,category,started
458,Sidhu Moose Wala,16200000,4078330367,111,Music,2017
459,Blippi - Educational Videos for Kids,16100000,12991967769,453,Education,2014
460,Queen Official,16100000,9723539941,908,Music,2008
461,Travis Scott,16100000,7187033169,13,Music,2013
462,Les' Copaque Production,16100000,7954662776,1427,Film & Animation,2009
463,Zuni and Family,16100000,5830669187,176,People & Blogs,2017
464,Sidemen,16100000,4196033350,264,Entertainment,2015
465,The Game Theorists,16100000,3546490692,659,Gaming,2009
466,Antrax,16100000,2949891202,654,Gaming,2015
467,Canal IN,16100000,2573050059,723,People & Blogs,2017
468,Dushyant kukreja,16000000,11095340736,571,Entertainment,2015
469,TRANS TV Official,16000000,8780937851,123467,Entertainment,2014
470,Little Mix,16000000,7047968268,278,Music,2011
471,RKD Studios,16000000,4133234619,622,Entertainment,2014
472,FailArmy,16000000,2041620563,337,Comedy,2011
473,El Reino a Jugar,15900000,10175537321,872,Education,2015
474,DopeLyrics,15900000,9803533121,1937,Music,2016
475,Boyce Avenue,15900000,6230190520,438,Music,2007
476,Camila Cabello,15900000,6086165889,61,Music,2015
477,VICE,15900000,4174962442,3694,Entertainment,2005
478,Kaykai Salaider,15900000,4248704474,399,Comedy,2011
479,Fede Vigevani,15900000,4745414554,865,Howto & Style,2009
480,Marques Brownlee,15900000,3082486680,1454,Science & Technology,2008
481,jeffreestar,15900000,2575183135,428,Howto & Style,2006
482,Apple,15900000,808136104,205,Science & Technology,2005
483,Kids Play,15800000,7713981883,545,Entertainment,2018
484,Aayu and Pihu Show,15800000,7837311552,352,Comedy,2017
485,JJ Olatunji,15800000,3631494389,1183,Gaming,2011
486,Katie Angel,15800000,3007947714,732,People & Blogs,2015
487,MissaSinfonia,15800000,1918777559,232,Comedy,2011
488,AMARINTV : อมรินทร์ทีวี,15700000,11194074075,97231,Entertainment,2014
489,Rotten Tomatoes Trailers,15700000,12811981848,9582,Film & Animation,2011
490,Pitbull,15700000,11458130113,302,Music,2006
491,Enes Batur,15700000,9410061135,1979,Gaming,2012
492,Jennifer Lopez,15700000,9512025119,224,Music,2005
493,Jason Vlogs,15700000,7137778517,666,Education,2015
494,Alejo Igoa,15700000,5276127016,699,Comedy,2014
495,Matt Stonie,15700000,3249162653,401,Entertainment,2012
496,Caeli YT,15700000,1509244860,545,Entertainment,2010
497,Pop Chartbusters,15600000,7817983360,2154,Music,2011
498,Tilak,15600000,6132515137,3614,Film & Animation,2020
499,AdMe,15600000,4012749893,5356,Entertainment,2015
500,FunFun Toy Doll TV,15500000,6948469648,706,Entertainment,2016
501,News24,15500000,5982443648,157377,News & Politics,2014
502,Roman Atwood Vlogs,15500000,5442036950,1726,People & Blogs,2013
503,Dyland PROS,15500000,1294519810,1803,Entertainment,2015
504,Gato Galactico | GALÁXIA,15400000,5602802498,2085,Film & Animation,2013
505,FitDance,15400000,6541827030,3537,Music,2013
506,Smile Family Spanish,15400000,5534075089,343,,2019
507,wifistudy,15400000,2805232542,46290,Education,2014
508,Live,15300000,0,0,,2015
509,RCTI - LAYAR DRAMA INDONESIA,15300000,12818689835,58886,Entertainment,2015
510,SriBalajiMovies,15200000,8199671601,16953,Entertainment,2011
511,Oyuncak Avı,15200000,8085387780,544,Entertainment,2014
512,AdeleVEVO,15200000,11470355227,51,Music,2009
513,Camilo,15200000,6003697328,80,Music,2010
514,Kerajinan 5-Menit,15200000,4465727515,3392,People & Blogs,2018
515,Bizarrap,15200000,4683488651,78,Comedy,2017
516,T3ddy,15200000,2528566554,1700,Comedy,2012
517,Musas,15200000,2359375167,611,Howto & Style,2012
518,Dan Rhodes,15100000,10715145365,1315,Entertainment,2015
519,With Kids[위드키즈],15100000,7990515155,863,Entertainment,2012
520,And TV,15100000,11583824903,26477,Entertainment,2015
521,TheRichest,15100000,2919203136,2206,Education,2014
522,LOKESH GAMER,15100000,1535589708,1186,Gaming,2017
523,Technoblade,15100000,1488692745,988,Gaming,2013
524,Ch7HD,15000000,11688798550,49889,Entertainment,2010
525,POPS Kids,15000000,8678492072,4478,Music,2014
526,SAM SMITH,15000000,8769075543,67,Music,2012
527,Like Nastya IDN,15000000,6483845834,430,Entertainment,2019
528,Like Nastya VNM,15000000,8132415475,456,Entertainment,2019
529,5-Minute Crafts FAMILY,15000000,5438131771,3440,People & Blogs,2018
530,zayn,15000000,4559692349,14,Music,2016
531,Makiman131,15000000,4484263923,3102,Gaming,2013
532,حِرف إبداعية في 5 دقائق,15000000,4160511912,4404,Howto & Style,2017
533,Stokes Twins,15000000,2774875062,216,People & Blogs,2008
534,Ranz Kyle,15000000,1678559984,479,People & Blogs,2008
535,НТВ,14900000,439098,1,People & Blogs,2008
536,Henrique e Juliano,14900000,12484253152,285,Music,2009
537,LEGO,14900000,18840617532,28683,Entertainment,2005
538,Volga Video,14900000,9171517368,18735,Film & Animation,2012
539,Lahari Music | T-Series,14900000,10469251425,8169,Music,2011
540,Kwebbelkop,14900000,6655475239,4951,Gaming,2008
541,Talking Tom & Friends,14900000,6178735188,392,Entertainment,2010
542,Mariale,14900000,2568493946,1918,Howto & Style,2010
543,Harsh Beniwal,14900000,1630452954,158,Comedy,2015
544,GMMTV OFFICIAL​​,14800000,10387146066,19368,Entertainment,2010
545,BIGBANG,14800000,7353265213,776,Music,2005
546,La Rosa de Guadalupe,14800000,8349695433,5225,Entertainment,2015
547,Dave and Ava - Nursery Rhymes and Baby Songs,14800000,9864262216,732,Education,2014
548,League of Legends,14800000,6604382784,1340,Gaming,2009
549,Super Senya,14800000,4790199895,525,Entertainment,2016
550,Lachlan,14800000,5013387703,3646,Gaming,2013
551,Reaction Time,14800000,4255591418,1684,Entertainment,2015
552,ERB,14800000,3905723697,85,Entertainment,2006
553,YOLO AVENTURAS,14800000,3689834035,976,People & Blogs,2018
554,MrBeast Shorts,14800000,1938796955,87,People & Blogs,2020
555,Niana Guerrero,14800000,1359023136,391,Entertainment,2013
556,Zé Neto e Cristiano,14700000,10398104437,212,Music,2012
557,Dangal TV Channel,14700000,8282592676,8625,Entertainment,2017
558,MK MUSIC,14700000,7773089325,4624,Music,2010
559,NDTV India,14700000,5647481648,65241,News & Politics,2008
560,les boys tv2,14700000,4518966874,381,Entertainment,2017
561,iTownGamePlay *Terror&Diversión*,14700000,4784433628,7674,Entertainment,2012
562,Planeta das Gêmeas,14700000,4468774867,899,People & Blogs,2015
563,IDEIAS INCRÍVEIS,14700000,3498040367,4643,Howto & Style,2017
564,Linus Tech Tips,14700000,6062569897,5864,Science & Technology,2008
565,Maroon5VEVO,14600000,18917303323,143,Music,2009
566,Major Lazer Official,14600000,8886913617,407,Music,2009
567,Jorge & Mateus Oficial,14600000,7981563626,294,Music,2008
568,NMF News,14600000,6090840731,95987,News & Politics,2013
569,BBC News Hindi,14600000,5544547819,16437,News & Politics,2009
570,Lilly Singh,14600000,3480250258,858,Comedy,2010
571,MattyBRaps,14600000,3226020734,175,Music,2010
572,Daftar Populer,14600000,1859586741,2898,Education,2017
573,LEGENDA FUNK,14600000,1310544121,2250,Music,2013
574,SelenaGomezVEVO,14500000,10323589482,183,Music,2009
575,El Payaso Plim Plim,14500000,12573029533,992,Film & Animation,2013
576,Fueled By Ramen,14500000,12629200270,1190,Music,2006
577,Thairath Online,14500000,11995915981,209097,News & Politics,2010
578,CollegeHumor,14500000,7331868655,3307,Comedy,2006
579,Bollywood Classics,14500000,6036342725,1147,Entertainment,2011
580,Zhong,14500000,9685321623,1081,Entertainment,2015
581,Wow Kidz Action,14500000,6378481319,1445,Film & Animation,2017
582,News18 India,14500000,5069817134,120858,News & Politics,2007
583,XpressTV,14500000,3644137000,630,Entertainment,2014
584,Maha Fun Tv,14500000,2385190008,51,Entertainment,2017
585,Mobile Legends: Bang Bang Official,14500000,2655046551,2410,Gaming,2016
586,حقائق وأسرار,14500000,2175911149,1312,Entertainment,2016
587,Drawblogs,14500000,1694934569,362,Entertainment,2014
588,Canal Nostalgia,14500000,1416689094,370,Entertainment,2008
589,Fifth Harmony,14400000,7526971366,67,Music,2013
590,Team Films Bhojpuri,14400000,6164527861,20085,Music,2014
591,Chad Wild Clay,14400000,6161605244,630,Comedy,2006
592,Boram Tube ToysReview [보람튜브 토이리뷰],14400000,4914128767,568,People & Blogs,2016
593,Martin Garrix,14400000,5558117744,305,Music,2011
594,LIV Crime,14400000,7061275751,4281,People & Blogs,2020
595,Super Polina,14400000,4812187551,539,People & Blogs,2014
596,Rclbeauty101,14400000,3919524704,478,Comedy,2010
597,TWICE,14400000,3733683543,852,Music,2016
598,Arif muhammad,14400000,3400090845,428,People & Blogs,2017
599,Cyprien,14400000,3005899595,205,Comedy,2007
600,The Slow Mo Guys,14400000,2346592288,297,Entertainment,2010
601,Дима Масленников,14400000,2013234398,401,Entertainment,2014
602,Genierock,14300000,13310308313,1540,Music,2008
603,mujjuu___14,14300000,9548597909,556,People & Blogs,2020
604,PlayStation,14300000,4230572281,17878,Gaming,2005
605,Gyan Gamingㅤ,14300000,2081351545,2514,Gaming,2017
606,Zach King,14300000,2014152450,398,Entertainment,2013
607,It's Mamix,14300000,1547521967,200,People & Blogs,2017
608,Hear This Music,14200000,8511385256,38,Music,2016
609,Unspeakable,14200000,7365642885,668,Gaming,2016
610,SIS vs BRO,14200000,6767838159,357,Entertainment,2016
611,Mohamed Ramadan I محمد رمضان,14200000,4812994887,599,People & Blogs,2014
612,Trap City,14200000,4885163357,2554,Music,2012
613,Totoy kids - Español,14200000,4533034236,167,Film & Animation,2017
614,Camila Loures,14200000,4189052804,3429,Music,2014
615,Zach Choi ASMR,14200000,2512937687,638,People & Blogs,2014
616,MalumaVEVO,14100000,17905081262,168,Music,2011
617,ABS-CBN News,14100000,9438904191,174684,News & Politics,2009
618,CNN,14100000,12083277333,155569,News & Politics,2005
619,Zee Music Classic,14100000,5021164640,964,Music,2014
620,ช่อง8 : Thai Ch8,14100000,5221155648,20582,Entertainment,2011
621,Daily Dose Of Internet,14100000,4265711762,396,Entertainment,2015
622,Invento na Hora,14100000,3851507257,1189,Film & Animation,2014
623,#Refugio Mental,14100000,3410001605,688,Entertainment,2013
624,Anasala I أنس و أصالة,14100000,3068619934,407,Entertainment,2017
625,Мастерская Настроения,14000000,3636809960,891,Entertainment,2013
626,Aphmau,14000000,13364784369,3996,Gaming,2012
627,O Canal do Joãozinho - Little Angel Português,14000000,7752154061,649,Entertainment,2018
628,Трум Трум,14000000,6272005457,1987,Howto & Style,2015
629,AM3NlC,14000000,4816638383,5446,Gaming,2012
630,F2Freestylers - Ultimate Soccer Skills Channel,14000000,3152582636,777,Sports,2011
631,A2 Motivation by {Arvind Arora},13900000,8013016996,2340,Entertainment,2017
632,Taarak Mehta Ka Ooltah Chashmah,13900000,8048210407,2519,Entertainment,2014
633,EdisonPts,13900000,5606959168,3490,Gaming,2013
634,UFC - Ultimate Fighting Championship,13900000,5422335319,12258,Sports,2006
635,Kuplinov ► Play,13900000,5778034318,6400,Gaming,2012
636,CoryxKenshin,13900000,5816295650,1628,Gaming,2009
637,DM - Desi Melodies,13900000,5056080182,45,Music,2017
638,Bie The Ska,13900000,4427609230,1349,Entertainment,2006
639,Saad Lamjarred | سعد لمجرد,13900000,3931202248,156,Music,2012
640,Doc Tops,13900000,2469411668,437,Entertainment,2014
641,Mis Pastelitos,13900000,2382268150,534,Howto & Style,2014
642,NikkieTutorials,13900000,1562768226,852,Howto & Style,2008
643,FC Barcelona,13800000,2203376862,9960,Sports,2006
644,Blippi Español,13800000,7685405847,408,People & Blogs,2017
645,Daniel LaBelle,13800000,7013383323,224,Comedy,2009
646,melanie martinez,13800000,3835968267,96,Music,2007
647,Rosanna Pansino,13800000,4057054946,1007,Howto & Style,2010
648,Auron,13800000,2583408205,694,People & Blogs,2013
649,NOBRU,13700000,225191097,344,Gaming,2016
650,Mazhavil Manorama,13700000,13822177908,70454,Entertainment,2011
651,MNCTV OFFICIAL,13700000,7394853164,54722,Entertainment,2012
652,ADEL et SAMI,13700000,5660289473,362,Entertainment,2018
653,NichLmao,13700000,7269291992,562,People & Blogs,2018
654,Hongyu ASMR 홍유,13700000,4285457943,515,People & Blogs,2018
655,Dang Matt Smith,13700000,3101895284,1372,Entertainment,2011
656,Darkar Company Studios,13700000,2201167967,164,Film & Animation,2009
657,MAIKI021,13700000,1893820151,2919,Entertainment,2008
658,Wengie,13700000,1882235841,373,Howto & Style,2010
659,GMM25Thailand,13600000,8727207691,53533,Entertainment,2011
660,50 Cent,13600000,8649139354,417,Music,2007
661,Lyna,13600000,5801199256,4452,Gaming,2014
662,TazerCraft,13600000,5325454303,3977,Gaming,2011
663,CrashCourse,13600000,1699669363,1436,Education,2006
664,Zig & Sharko,13500000,8306091825,826,Film & Animation,2015
665,5-Minute Crafts Recycle,13500000,7508843409,2770,People & Blogs,2019
666,Aadishakti Films,13500000,5860777243,4599,Music,2016
667,infobells,13500000,4977566807,463,Education,2011
668,The World Adventures हिन्दी,13500000,2116009610,854,People & Blogs,2016
669,PlayHard,13500000,1926532344,2138,Gaming,2014
670,Neha Kakkar,13500000,1792757553,122,Music,2012
671,ZEE5,13400000,15778544226,69731,Entertainment,2018
672,Jake Fellman,13400000,10047123955,352,Entertainment,2012
673,ABC News,13400000,11589784991,71206,News & Politics,2006
674,Gallina Pintadita,13400000,9054727117,59,Music,2011
675,Telemundo,13400000,7855326888,18325,Entertainment,2007
676,Wesley Safadão,13400000,7301307830,371,Music,2009
677,AzzyLand,13400000,6045422126,1620,Gaming,2015
678,FAPTV,13400000,4975821188,595,Comedy,2014
679,TV Ana Emilia,13400000,4344884807,493,People & Blogs,2014
680,Harry Styles,13400000,4427208053,13,People & Blogs,2017
681,Lindsey Stirling,13400000,3533680308,172,Music,2007
682,Kurt Hugo Schneider,13400000,3659613327,681,Entertainment,2007
683,Narins Beauty,13400000,2046344368,406,Howto & Style,2014
684,Kim Loaiza,13400000,1092248349,12,Music,2019
685,YOLO,13400000,638326662,117,Comedy,2015
686,jbalvinVEVO,13300000,19691312985,235,Music,2010
687,Atlantic Records,13300000,11695828552,1421,Music,2006
688,Wish 107.5,13300000,5259245361,1552,Music,2014
689,H2ODelirious,13300000,4229571870,3027,Gaming,2007
690,Vlad and Niki ARA,13200000,6282100713,404,,2019
691,MyMissAnand,13200000,4522774674,275,People & Blogs,2014
692,PrestonPlayz,13200000,4655009420,694,Gaming,2018
693,123 GO! Spanish,13200000,4639173668,340,People & Blogs,2019
694,Anaysa,13200000,3173575287,490,Howto & Style,2012
695,JD Pantoja,13200000,1380896972,16,People & Blogs,2017
696,ETV Jabardasth,13100000,12102023764,7805,People & Blogs,2015
697,theRadBrad,13100000,5791129136,7672,Gaming,2006
698,SRK MUSIC,13100000,5680652976,4895,Music,2012
699,The LaBrant Fam,13100000,4606244054,586,Comedy,2012
700,Vlad and Niki ESP,13100000,4846410942,409,,2018
701,MSA previously My Story Animated,13100000,5149512811,838,Film & Animation,2019
702,The Q,13100000,4064473466,276,People & Blogs,2017
703,Desi Gamers,13100000,1938724616,1223,Gaming,2015
704,Matheus Yurley,13100000,741066278,238,Entertainment,2015
705,Calon Sarjana,13000000,10664585,29,Entertainment,2016
706,Saturday Night Live,13000000,13581231885,7996,Entertainment,2013
707,EnriqueIglesiasVEVO,13000000,14773705750,137,Music,2009
708,Поззи,13000000,6244275339,3000,People & Blogs,2012
709,The MriDul,13000000,3545774062,96,Comedy,2015
710,Conor Maynard,13000000,2581452824,282,Music,2006
711,DALLMYD,13000000,1738311790,616,Sports,2011
712,ГЛЕНТ,13000000,926279238,221,People & Blogs,2019
713,Coke Studio,12900000,3274234309,529,Music,2014
714,BeyoncéVEVO,12900000,13130570880,167,Music,2009
715,O Reino Infantil,12900000,9539435945,1055,Music,2014
716,twenty one pilots,12900000,4621224472,173,Music,2009
717,Gulshan Kalra,12900000,6130500064,339,Howto & Style,2018
718,How Ridiculous,12900000,5543670656,390,Sports,2009
719,Matt Steffanina,12900000,2970575636,486,Entertainment,2011
720,The Shiny Peanut,12900000,2839759455,2331,Education,2016
721,NishaMadhulika,12900000,2639885987,1931,Howto & Style,2009
722,ATHLEAN-X™,12900000,2162786560,1296,Howto & Style,2006
723,O Que Não Dizer Oficial,12900000,1636814649,511,Comedy,2015
724,Alex Gonzaga Official,12900000,1300528162,238,People & Blogs,2017
725,Everson Zoio,12900000,990362305,587,Comedy,2009
726,Infobells Bangla,12800000,6165983944,284,Education,2016
727,SMOL,12800000,13067020729,1960,People & Blogs,2021
728,RedeTV,12800000,8366717082,36800,Entertainment,2011
729,Crazy Frog,12800000,6887508307,33,Music,2009
730,MrSuicideSheep,12800000,6722961376,3212,Entertainment,2010
731,T-Series Hamaar Bhojpuri,12800000,6334967135,9347,Entertainment,2011
732,Ray William Johnson,12800000,6682031898,1354,Entertainment,2008
733,Zee Telugu,12800000,6224195587,86735,Entertainment,2008
734,Katakit Baby TV,12800000,5243185280,169,Music,2010
735,Typical Gamer,12800000,3948852379,3931,Gaming,2008
736,BBC News,12800000,3841146030,16397,News & Politics,2006
737,PowerfulJRE,12800000,2266640311,765,People & Blogs,2013
738,CookingShooking Hindi,12800000,1609903713,393,People & Blogs,2017
739,Hacksmith,12800000,1343814218,745,Science & Technology,2006
740,Dear Sir,12800000,918548566,482,Education,2016
741,Tsuriki Show,12700000,19472063469,1617,Entertainment,2019
742,NickiMinajAtVEVO,12700000,8367047990,93,Music,2010
743,Like Nastya Stories,12700000,6055781883,389,Entertainment,2019
744,Top Viral Talent,12700000,6503369315,2282,Entertainment,2014
745,Jazzghost,12700000,4639145138,5111,Gaming,2012
746,Ei Nerd,12700000,3207538507,5219,Entertainment,2013
747,#Refúgio Mental,12700000,2582093496,758,Entertainment,2013
748,أترو/Atro,12700000,2138416538,1544,Gaming,2017
749,Ami Rodriguez,12600000,1986603595,358,Entertainment,2009
750,That Little Puff,12600000,10768365983,542,Pets & Animals,2020
751,Hungria Hip Hop,12600000,3960601978,44,Music,2013
752,BBC,12600000,8830704358,12973,Pets & Animals,2005
753,Lady Diana,12600000,7265803610,1273,Entertainment,2016
754,T-Series Regional,12600000,5169203026,15573,Entertainment,2011
755,Blossom,12600000,4270306760,533,Howto & Style,2017
756,Crescendo com Luluca,12600000,4241651530,1107,Entertainment,2015
757,7 Minutoz,12600000,3916931694,511,Music,2012
758,TKOR,12600000,3337753407,1430,Education,2010
759,BIBO와 장난감,12600000,2875252577,152,Entertainment,2016
760,Veritasium,12600000,1795358843,336,Education,2010
761,Goldmines Premiere,12600000,1629550071,530,Entertainment,2013
762,SAAIHALILINTAR,12600000,1104329570,405,Entertainment,2012
763,Health Time,12600000,978876224,1604,Howto & Style,2016
764,Ja Mill,12500000,1302818088,567,People & Blogs,2016
765,JesseAndMike,12500000,9102860878,630,Entertainment,2007
766,Disney Junior,12500000,11451399743,3261,Entertainment,2008
767,VexTrex,12500000,7198667373,3133,Entertainment,2014
768,Zee Bangla,12500000,5283086890,76545,Entertainment,2008
769,Awakening Music,12500000,4944109812,709,Music,2006
770,Lokdhun Punjabi,12500000,4372757487,1399,Music,2010
771,Parafernalha,12500000,4547822776,1498,Entertainment,2011
772,Rebecca Zamolo,12500000,4747533461,856,Comedy,2011
773,Juliana Baltar,12500000,3211108711,1431,Entertainment,2010
774,StudyIQ IAS,12500000,2940312253,34843,Education,2015
775,gymvirtual,12500000,2352844574,1414,Sports,2010
776,Knowledge Tv हिन्दी,12500000,1446664137,1041,People & Blogs,2014
777,キッズライン♡Kids Line,12400000,10743601694,5581,People & Blogs,2011
778,KOMPASTV,12400000,9025460804,225232,News & Politics,2013
779,Meghan Trainor,12400000,7312991342,89,People & Blogs,2008
780,Ajay Sharma,12400000,9181398526,607,Entertainment,2012
781,Wolfoo Channel,12400000,5859164410,1032,,2019
782,elliegoulding,12400000,6556822629,104,Music,2007
783,Sony Music South,12400000,7036027389,1574,Music,2014
784,karameeshchannel,12400000,8199848915,2122,Entertainment,2012
785,Melon City Show - برنامج ولاية بطيخ,12400000,5477760778,1592,Comedy,2016
786,DJ Khaled,12400000,6054112231,39,Music,2018
787,Adexe & Nau,12400000,4440271314,529,Music,2013
788,SR Toys Collection,12400000,4007664795,984,Entertainment,2012
789,CaseyNeistat,12400000,3044339760,1068,People & Blogs,2010
790,Talking Angela,12400000,3284897861,204,Entertainment,2014
791,Jordan Matter,12400000,3368183197,355,Entertainment,2006
792,Kabita's Kitchen,12400000,2338362639,1234,Howto & Style,2014
793,LOUD,12400000,2305594041,1126,Gaming,2019
794,Brawl Stars,12400000,1796220780,130,Gaming,2017
795,Piuzinho,12400000,1022959848,463,Gaming,2015
796,People Vs Food,12400000,959616512,384,Entertainment,2013
797,DisneyChannelUK,12300000,11606288094,3238,Music,2007
798,Little Baby Bum en Español,12300000,6706548354,1182,Education,2014
799,JOJO TV - Hindi Stories,12300000,4679118911,925,Education,2016
800,Troom Troom PT,12300000,4219567300,2430,Howto & Style,2015
801,Peppa Pig em Português Brasil - Canal Oficial,12300000,3807810342,1066,Film & Animation,2014
802,Gibby :),12300000,2761291454,203,People & Blogs,2014
803,Blockbuster Movies,12300000,2286659867,344,Entertainment,2016
804,Wolfoo Family,12200000,5770890911,1101,,2019
805,Come Play With Me,12200000,14390156987,367,Entertainment,2014
806,The Dodo,12200000,7908428418,6993,Pets & Animals,2014
807,Just For Laughs Gags,12200000,7856644944,6411,Comedy,2007
808,Think Music India,12200000,8959285840,3931,Music,2009
809,ماشا و الدب,12200000,6201317137,751,Shows,2017
810,Troom Troom India,12200000,6308397105,2070,Howto & Style,2015
811,HZHtube Kids Fun,12200000,3956552948,674,Entertainment,2015
812,Its JoJo Siwa,12200000,3817813233,707,Entertainment,2015
813,My Mate Nate,12200000,2748616115,981,Comedy,2014
814,Bela Bagunça,12200000,2770979129,921,People & Blogs,2015
815,Mythpat,12200000,2590550091,322,Entertainment,2018
816,GMA News,12100000,10471677314,329711,News & Politics,2007
817,Future,12100000,8747974258,48,Music,2011
818,Codiscos,12100000,9823385812,6967,Music,2007
819,Jass Records,12100000,5294095545,4241,Music,2014
820,DeGoBooM,12100000,4732355492,3062,Gaming,2014
821,FIFA,12100000,3904515416,9589,Sports,2006
822,Más SKabeche,12100000,2746045885,632,Travel & Events,2015
823,Davie504,12100000,2329241574,793,Entertainment,2011
824,Trakin Tech,12100000,1809901493,3285,Science & Technology,2011
825,ChrisBrownVEVO,12000000,12493403632,290,Music,2009
826,Migos ATL,12000000,6370982440,100,Music,2012
827,Lana Del Rey,12000000,5676001571,40,Music,2011
828,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,12000000,6447519975,10858,Gaming,2012
829,Компот,12000000,5850856870,1863,Gaming,2013
830,Geo News,12000000,5358131096,153929,News & Politics,2007
831,NDTV,12000000,4510236068,126906,Entertainment,2006
832,NORMAN FAIT DES VIDÉOS,12000000,2681755121,205,Comedy,2011
833,RaptorGamer,12000000,2522809876,1207,People & Blogs,2016
834,Panda,12000000,2004584036,1408,,2018
835,Narendra Modi,12000000,2265382511,17104,News & Politics,2007
836,Kylie Jenner,12000000,753341022,148,People & Blogs,2015
837,Troom Troom Indonesia,11900000,5012830809,1568,People & Blogs,2019
838,Avril Lavigne,11900000,5636275144,140,Music,2005
839,The Infographics Show,11900000,4349105305,3445,Education,2011
840,KaKa Kids TV - Nursery Rhymes Kids Animated Songs,11900000,4115401899,310,,2013
841,Azhan5star,11900000,6371101819,365,Entertainment,2021
842,CHHOTU KI MASTI,11900000,4064045560,106,Comedy,2018
843,Yudist Ardhana,11900000,3925624169,2126,Entertainment,2016
844,Vogue,11900000,3533048715,2756,Entertainment,2008
845,Sonotek Bhakti,11900000,3661572976,7428,Entertainment,2010
846,BanderitaX,11900000,3347502658,1474,Gaming,2013
847,Lulu99,11900000,2140151369,496,Entertainment,2015
848,Planet Earth INDIA,11900000,1722795279,630,People & Blogs,2011
849,colinfurze,11900000,1472027354,350,Entertainment,2006
850,Ice Cream Rolls,11900000,1469047858,1528,Entertainment,2011
851,Yair17,11900000,1248384511,962,Gaming,2014
852,CalvinHarrisVEVO,11800000,13615089843,173,Music,2009
853,Rauw Alejandro,11800000,9232920975,114,Music,2014
854,Jamuna TV,11800000,9144058244,84071,News & Politics,2017
855,MBC مصر,11800000,7784893932,40608,Entertainment,2012
856,CNCO,11800000,6881836992,172,Music,2015
857,Kids TV India Hindi Nursery Rhymes,11800000,5473328070,1185,Shows,2014
858,DANIEL EL TRAVIESO VIDEOS,11800000,4755190859,324,Comedy,2014
859,Kluna Tik,11800000,4208225754,275,Entertainment,2014
860,MrGear,11800000,3241537148,766,Science & Technology,2015
861,E-MasterSensei,11800000,3235532845,1151,Gaming,2016
862,Timba Vk,11800000,2538254830,890,Gaming,2012
863,MORGENSHTERN,11800000,2085751416,131,Music,2013
864,WiederDude,11800000,2190306341,259,,2016
865,TommyInnit,11800000,1590238217,289,Gaming,2015
866,Tfue,11800000,1461546183,741,Gaming,2014
867,Bispo Bruno Leonardo,11800000,1882150122,3439,Nonprofits & Activism,2016
868,TsMadaan,11800000,1329092064,1687,Howto & Style,2008
869,EU FICO LOKO,11800000,1190135430,1605,Comedy,2010
870,Technology Gyan,11800000,920996435,924,Science & Technology,2015
871,Machinima,11700000,0,0,Film & Animation,2006
872,Wave Music Bhakti,11700000,4770280667,19108,Music,2011
873,FFUNTV,11700000,9325685889,364,Gaming,2018
874,Natti Natasha,11700000,7264301648,130,Music,2015
875,Netflix Jr.,11700000,7314674893,1563,Education,2012
876,Nat and Essie,11700000,6890942780,959,Film & Animation,2015
877,Mor Haryanvi,11700000,5768686721,402,Music,2015
878,Luan Santana,11700000,4908116204,371,Music,2009
879,Koo Koo TV - Hindi,11700000,4265761191,927,Education,2017
880,123 GO!,11700000,4356636895,377,People & Blogs,2019
881,Naz | ناز,11700000,2002897892,917,People & Blogs,2016
882,Rubius Z,11700000,1828200652,429,Comedy,2006
883,emma chamberlain,11700000,1531833342,283,Entertainment,2016
884,Dani Russo Tv,11700000,602060711,280,Comedy,2014
885,FrontaL Gaming,11700000,255073454,108,Gaming,2015
886,eltrece,11600000,11106097841,149786,Entertainment,2014
887,Alan Chikin Chow,11600000,11876297990,508,Comedy,2020
888,Луномосик,11600000,5052785110,460,People & Blogs,2015
889,Akon,11600000,5289951047,37,Music,2005
890,Halsey,11600000,4412088740,51,Music,2014
891,Republic Bharat,11600000,5041539626,49789,News & Politics,2019
892,SBT,11600000,3375080065,25710,Comedy,2008
893,办公室小野 Ms Yeah,11600000,3339092378,351,People & Blogs,2017
894,Morgz,11600000,2723781007,735,Gaming,2014
895,First We Feast,11600000,2485814338,819,Howto & Style,2014
896,P!NK,11500000,7211913487,13,Music,2006
897,YoungBoy Never Broke Again,11500000,11015842469,475,Entertainment,2015
898,TV9 Bharatvarsh,11500000,7314674032,193940,People & Blogs,2018
899,Wassabi,11500000,4592238139,1119,Entertainment,2006
900,Luli Pampín,11500000,6102648062,225,Music,2012
901,Duo Tiempo De Sol,11500000,5733616887,278,Music,2013
902,Wild 'N Out,11500000,4418589089,1267,Entertainment,2006
903,LipaoGamer,11500000,3837227706,10901,Gaming,2011
904,Make Joke Of,11500000,1832620830,42,Comedy,2017
905,Garena Free Fire LATAM,11500000,1587661793,1425,People & Blogs,2018
906,Hero Movies 2022,11500000,1418615214,329,People & Blogs,2017
907,YtCrash,11400000,3825084,1,Education,2015
908,infobells - Kannada,11400000,5209512047,353,Education,2014
909,Black Eyed Peas,11400000,9492696997,39,Music,2007
910,Annoying Orange,11400000,7893769128,1861,Shows,2010
911,웃웃TwinsFromRussia,11400000,7802486828,3589,People & Blogs,2011
912,Biper y sus Amigos,11400000,4991697738,119,Music,2012
913,Vy Qwaint,11400000,5409544753,528,Howto & Style,2014
