rank,Youtuber,subscribers,video views,video count,category,started
914,Маша та Ведмідь,11400000,4942306057,994,Shows,2014
915,MC Divertida,11400000,4440911293,347,Entertainment,2018
916,BBC Earth,11400000,4069124046,2248,Pets & Animals,2009
917,CrazyRussianHacker,11400000,3011607663,1970,Science & Technology,2012
918,ExpCaseros,11400000,2515501575,1023,Howto & Style,2012
919,الجانب المُشرق | Bright Side Arabic,11400000,1605101022,5063,Howto & Style,2018
920,MyLifeAsEva,11400000,1534278655,326,Comedy,2011
921,GoldminesAction,11400000,1069320125,529,Film & Animation,2015
922,Free Fire India Official,11300000,1389660530,1117,People & Blogs,2018
923,Colors Rishtey,11300000,8954781989,13423,Entertainment,2013
924,Yoeslan,11300000,8789109127,240,Entertainment,2020
925,POCOYÓ en ESPAÑOL - Canal Oficial,11300000,8388840225,1538,Film & Animation,2007
926,Lil Wayne,11300000,5335786775,254,Music,2013
927,elcarteldesantatv,11300000,6261374873,313,Music,2008
928,Star Casablanca | نجوم الدار البيضاء,11300000,5129031730,998,Music,2015
929,UnspeakableGaming,11300000,4826278522,2444,Gaming,2012
930,Maymo,11300000,4918241216,486,Pets & Animals,2006
931,Simone e Simaria,11300000,4474548691,224,Music,2012
932,Single Track Studio,11300000,4462580470,1719,Entertainment,2010
933,CaptainSparklez,11300000,3924274232,5501,Gaming,2010
934,Tiana,11300000,3176486598,997,Entertainment,2015
935,Quantum Tech HD,11300000,3594122308,392,Science & Technology,2015
936,Ya - Alisa,11300000,2127059635,332,People & Blogs,2015
937,Jaiden Animations,11300000,2116631957,101,Film & Animation,2014
938,Ben Azelart,11300000,2294003189,236,Film & Animation,2014
939,Yoga With Adriene,11300000,1188547722,649,Howto & Style,2012
940,The Viral Fever,11200000,1656301737,433,Entertainment,2011
941,Lofi Girl,11200000,1311726533,328,Music,2015
942,Marta and Rustam,11200000,12481668186,390,Comedy,2021
943,ChainsmokersVEVO,11200000,11415809929,231,Music,2012
944,"せんももあいしーCh Sen, Momo, Ai & Shii",11200000,7625038147,3216,People & Blogs,2006
945,AlArabiya العربية,11200000,5892643162,129135,People & Blogs,2006
946,DemiLovatoVEVO,11200000,5543363992,201,Music,2009
947,Cut,11200000,4846700433,1738,Entertainment,2014
948,Toys Make Me Smile,11200000,4562854224,102,Entertainment,2015
949,Franco Escamilla,11200000,3344578049,2053,Comedy,2007
950,Avocado Couple I Crazy Comics,11200000,3138496496,660,Film & Animation,2018
951,Fortnite,11200000,2123231155,792,Gaming,2014
952,luzugames,11200000,1978138747,2882,Gaming,2013
953,Magic Five,11200000,1753589438,405,Entertainment,2016
954,El Rincón De Giorgio,11200000,1543663972,551,Entertainment,2013
955,Pastor Antônio Júnior,11200000,1646248092,3624,People & Blogs,2013
956,CarryisLive,11200000,1371995657,893,Gaming,2017
957,MaJa Tv Moral Stories Fairy Tales,11100000,4132213251,449,Entertainment,2017
958,FunToys Collector Disney Toys Review,11100000,15050447314,2910,Entertainment,2011
959,DisneyJuniorUK,11100000,12321708693,2799,Entertainment,2010
960,Morphle TV,11100000,7586526902,1126,Entertainment,2011
961,Влад и Никита,11100000,6761739774,396,,2018
962,Chotoonz TV - Funny Cartoons for Kids,11100000,7015448647,1797,Film & Animation,2013
963,penguinz0,11100000,5768785195,3952,Gaming,2007
964,ToysPlay,11100000,7000333135,397,Entertainment,2015
965,Pari's Lifestyle,11100000,6680703649,356,People & Blogs,2018
966,Comedy Central,11100000,6297139999,5841,Comedy,2006
967,Diana and Roma IND,11100000,4802776148,446,,2019
968,Sky Does Everything,11100000,3823868578,2101,Music,2011
969,BakLol Video,11100000,3250851179,257,Entertainment,2016
970,Genius,11100000,2891052624,2797,Music,2011
971,Mo Vlogs,11100000,2933099311,1906,People & Blogs,2013
972,The Film Theorists,11100000,2242892562,355,Film & Animation,2014
973,bharatzkitchen HINDI,11100000,1903304025,626,Howto & Style,2016
974,Mrwhosetheboss,11100000,1793692542,1435,Science & Technology,2011
975,Acenix,11100000,1606057806,259,Gaming,2014
976,HellomaphieMX,11100000,1584174173,382,Howto & Style,2013
977,Virgínia Fonseca,11100000,1246793263,1047,People & Blogs,2016
978,TV Shows,11000000,0,0,,2012
979,Barbie,11000000,3703938514,2411,Entertainment,2005
980,Inside Edition,11000000,19367966533,27156,News & Politics,2012
981,Flowers Comedy,11000000,9521653019,8840,Entertainment,2015
982,Flamingo,11000000,8874980800,2196,Gaming,2017
983,Doja Cat,11000000,5459891400,25,Music,2018
984,Tyga,11000000,5211071220,160,Music,2009
985,Wolfoo's stories,11000000,4227479765,942,,2016
986,Emily Tube,11000000,4040393626,770,Entertainment,2014
987,ExplosmEntertainment,11000000,3685664468,1048,Comedy,2009
988,Coisa de Nerd,11000000,3419435728,1962,Gaming,2009
989,Taylor RS,11000000,3306502621,1845,Gaming,2016
990,unknown boy varun,11000000,3263285883,193,Music,2016
991,Viih Tube,11000000,886497694,505,People & Blogs,2013
992,OYUNCAKOYNUYORUM,10900000,9948474904,791,Entertainment,2016
993,Brancoala,10900000,7934725886,1685,Entertainment,2008
994,핑크퐁 (인기 동요・동화),10900000,6663450148,2726,Education,2014
995,OGGY,10900000,5589104660,920,Film & Animation,2014
996,JP Plays,10900000,4609300218,3528,Gaming,2014
997,TrapMusicHDTV,10900000,4070521973,690,Music,2013
998,Games EduUu,10900000,3093784767,1006,Gaming,2011
999,Hueva,10900000,3040301750,831,Gaming,2012
1000,Dobre Brothers,10900000,2808411693,590,People & Blogs,2017
